prodcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
62911,6,77305020,Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd),Losartan potassium/Hydrochlorothiazide,50mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,April 2015
1780,3292295,76332020,Losartan 50mg tablets,Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
56104,6,01658020,Losartan 50mg tablets (A A H Pharmaceuticals Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2013
54049,0,01669020,Losartan 50mg tablets (Accord Healthcare Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,March 2013
51601,0,77734020,Losartan 50mg tablets (Actavis UK Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2013
54735,0,01661020,Losartan 50mg tablets (Alliance Healthcare (Distribution) Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,April 2013
70325,0,68366021,Losartan 50mg tablets (Almus Pharmaceuticals Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,September 2017
59750,0,14778021,Losartan 50mg tablets (Aptil Pharma Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,May 2014
66551,0,43814020,Losartan 50mg tablets (Bristol Laboratories Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,June 2016
54843,19,77349020,Losartan 50mg tablets (Dexcel-Pharma Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,May 2013
55296,16,01660020,Losartan 50mg tablets (Mylan),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,May 2013
59351,0,01666020,Losartan 50mg tablets (Pfizer Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,April 2014
65094,4,40516020,Losartan 50mg tablets (Sandoz Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,December 2015
54057,12,77299020,Losartan 50mg tablets (Teva UK Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,March 2013
68603,0,41900020,Losartan 50mg tablets (Wockhardt UK Ltd),Losartan potassium,50mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2017
52659,32,35425020,Losartan 50mg/5ml oral solution,Losartan potassium,10mg/1ml,Oral solution,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2013
59903,46,35427020,Losartan 50mg/5ml oral suspension,Losartan potassium,10mg/1ml,Oral suspension,Oral,02050502,Angiotensin-ii Receptor Antagonists,May 2014
17686,3787,81476020,Micardis 20mg tablets (Boehringer Ingelheim Ltd),Telmisartan,20mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
13821,14228,81474020,Micardis 40mg tablets (Boehringer Ingelheim Ltd),Telmisartan,40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
17545,8663,81475020,Micardis 80mg tablets (Boehringer Ingelheim Ltd),Telmisartan,80mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
18202,6242,81233020,MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd),Telmisartan/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
66997,0,52342021,MicardisPlus 40mg/12.5mg tablets (Waymade Healthcare Plc),Telmisartan/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,August 2016
17689,7448,49280020,MicardisPlus 80mg/12.5mg tablets (Boehringer Ingelheim Ltd),Telmisartan/Hydrochlorothiazide,80mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
63890,0,10554020,MicardisPlus 80mg/12.5mg tablets (Waymade Healthcare Plc),Telmisartan/Hydrochlorothiazide,80mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,July 2015
38889,232,95336020,MicardisPlus 80mg/25mg tablets (Boehringer Ingelheim Ltd),Hydrochlorothiazide/Telmisartan,25mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
6217,296538,78179020,Olmesartan medoxomil 10mg tablets,Olmesartan medoxomil,10mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
39786,65,96351020,Olmesartan medoxomil 10mg/5ml oral suspension,Olmesartan medoxomil,2mg/1ml,Oral suspension,Oral,02050502,Angiotensin-ii Receptor Antagonists,July 2009
40316,4046,96923020,Olmesartan medoxomil 20mg / Amlodipine 5mg tablets,Amlodipine besilate/Olmesartan medoxomil,5mg + 20mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,September 2009
18200,17929,90629020,Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets,Olmesartan medoxomil/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
18903,5790,90631020,Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets,Hydrochlorothiazide/Olmesartan medoxomil,25mg + 20mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
6285,306476,78212020,Olmesartan medoxomil 20mg tablets,Olmesartan medoxomil,20mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
40668,1362,96927020,Olmesartan medoxomil 40mg / Amlodipine 10mg tablets,Olmesartan medoxomil/Amlodipine besilate,40mg + 10mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,November 2009
40639,2294,96925020,Olmesartan medoxomil 40mg / Amlodipine 5mg tablets,Olmesartan medoxomil/Amlodipine besilate,40mg + 5mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,October 2009
43322,2318,98337020,Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets,Olmesartan medoxomil/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,September 2010
6351,130781,78176020,Olmesartan medoxomil 40mg tablets,Olmesartan medoxomil,40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
46687,67,99769020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 20mg + 5mg + 12.5mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,20mg + 5mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,January 2012
46715,27,99773020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 12.5mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 10mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,January 2012
55358,23,99777020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 10mg + 25mg,Tablet,,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,May 2013
46792,4,99771020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 12.5mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 5mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2012
47467,4,99775020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 25mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 5mg + 25mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,July 2012
14983,7760,78194020,Olmetec 10mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil,10mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
18910,6609,78191020,Olmetec 20mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil,20mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
20117,1669,57407020,Olmetec 40mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil,40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
29634,1940,90635020,Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
27520,1062,90637020,Olmetec Plus 20mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Olmesartan medoxomil,25mg + 20mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
43915,384,98339020,Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,November 2010
63385,2,45450020,Sabervel 75mg tablets (Aspire Pharma Ltd),Irbesartan,75mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,June 2015
66702,449,61233021,Sacubitril 24mg / Valsartan 26mg tablets,Sacubitril/Valsartan,24mg + 26mg,Tablet,Oral,02050502/02050600,Angiotensin-ii Receptor Antagonists/Other Antihypertensives,July 2016
66197,412,61235021,Sacubitril 49mg / Valsartan 51mg tablets,Sacubitril/Valsartan,49mg + 51mg,Tablet,Oral,02050502/02050600,Angiotensin-ii Receptor Antagonists/Other Antihypertensives,May 2016
66931,364,61237021,Sacubitril 97mg / Valsartan 103mg tablets,Sacubitril/Valsartan,97mg + 103mg,Tablet,Oral,02050502/02050600,Angiotensin-ii Receptor Antagonists/Other Antihypertensives,July 2016
39984,1635,96929020,Sevikar 20mg/5mg tablets (Daiichi Sankyo UK Ltd),Amlodipine besilate/Olmesartan medoxomil,5mg + 20mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,August 2009
41203,451,96933020,Sevikar 40mg/10mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil/Amlodipine besilate,40mg + 10mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,February 2010
41205,518,96931020,Sevikar 40mg/5mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil/Amlodipine besilate,40mg + 5mg,Tablet,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,February 2010
46355,472,99779020,Sevikar HCT 20mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Olmesartan medoxomil/Amlodipine besilate,12.5mg + 20mg + 5mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,October 2011
47616,288,99785020,Sevikar HCT 40mg/10mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil,10mg + 12.5mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2012
53220,152,99791020,Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Amlodipine besilate/Olmesartan medoxomil,25mg + 10mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2013
47573,212,99783020,Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil,5mg + 12.5mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2012
47727,41,99789020,Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Amlodipine besilate/Olmesartan medoxomil,25mg + 5mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2012
6243,118221,74674020,Telmisartan 20mg tablets,Telmisartan,20mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
61177,0,00033020,Telmisartan 20mg tablets (Sigma Pharmaceuticals Plc),Telmisartan,20mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,September 2014
70251,2,21294021,Telmisartan 20mg tablets (Teva UK Ltd),Telmisartan,20mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,September 2017
14870,24371,81237020,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets,Telmisartan/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
5988,274795,74672020,Telmisartan 40mg tablets,Telmisartan,40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
65274,0,21336021,Telmisartan 40mg tablets (Actavis UK Ltd),Telmisartan,40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2016
16161,43735,58831020,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets,Telmisartan/Hydrochlorothiazide,80mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
38459,2642,95334020,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets,Hydrochlorothiazide/Telmisartan,25mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
12874,231325,74673020,Telmisartan 80mg tablets,Telmisartan,80mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
9745,3713,84004020,Teveten 300mg tablets (Mylan),Eprosartan mesilate,300mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
16285,1427,84005020,Teveten 400mg tablets (Abbott Healthcare Products Ltd),Eprosartan mesilate,400mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
16371,5018,84006020,Teveten 600mg tablets (Mylan),Eprosartan mesilate,600mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
11864,36703,87994020,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets,Valsartan/Hydrochlorothiazide,160mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
67664,1,10168020,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd),Valsartan/Hydrochlorothiazide,160mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,September 2016
14283,16071,88002020,Valsartan 160mg / Hydrochlorothiazide 25mg tablets,Valsartan/Hydrochlorothiazide,160mg + 25mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
4645,770479,83503020,Valsartan 160mg capsules,Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
68948,0,01717020,Valsartan 160mg capsules (Actavis UK Ltd),Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,March 2017
55187,0,39798020,Valsartan 160mg capsules (Arrow Generics Ltd),Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,May 2013
67663,0,01716020,Valsartan 160mg capsules (Dexcel-Pharma Ltd),Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,September 2016
53833,10,38960020,Valsartan 160mg capsules (Mylan),Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2013
61442,0,01715020,Valsartan 160mg capsules (Teva UK Ltd),Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,October 2014
55821,0,78684020,Valsartan 160mg capsules (Teva UK Ltd),Valsartan,160mg,Capsule,Oral,00000000,Unknown,August 2013
60076,0,47156020,Valsartan 160mg capsules (Waymade Healthcare Plc),Valsartan,160mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,June 2014
44778,1329,91979020,Valsartan 160mg tablets,Valsartan,160mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,March 2011
35304,1808,92957020,Valsartan 160mg with amlodipine 10mg tablets,Amlodipine Besilate/Valsartan,160mg + 10mg,Tablets,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,February 2009
35173,2155,92953020,Valsartan 160mg with amlodipine 5mg tablets,Amlodipine Besilate/Valsartan,160mg + 5mg,Tablets,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,February 2009
37573,14698,94443020,Valsartan 320mg tablets,Valsartan,320mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
59029,31,99475020,Valsartan 3mg/1ml oral solution,Valsartan,3mg/1ml,Oral solution,Oral,02050502,Angiotensin-ii Receptor Antagonists,March 2014
575,369877,83501020,Valsartan 40mg capsules,Valsartan,40mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
58669,0,01689020,Valsartan 40mg capsules (Teva UK Ltd),Valsartan,40mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2014
54726,0,78678020,Valsartan 40mg capsules (Teva UK Ltd),Valsartan,40mg,Capsule,Oral,00000000,Unknown,April 2013
14943,11587,88542020,Valsartan 40mg tablets,Valsartan,40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
16060,27176,88420020,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/Valsartan,12.5mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
3222,990845,83502020,Valsartan 80mg capsules,Valsartan,80mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
59448,0,38828020,Valsartan 80mg capsules (A A H Pharmaceuticals Ltd),Valsartan,80mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,April 2014
71028,0,39797020,Valsartan 80mg capsules (Arrow Generics Ltd),Valsartan,80mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,December 2017
58910,0,01699020,Valsartan 80mg capsules (Sigma Pharmaceuticals Plc),Valsartan,80mg,Capsule,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2014
38395,1643,91976020,Valsartan 80mg tablets,Valsartan,80mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,February 2009
35174,2172,92951020,Valsartan 80mg with amlodipine 5mg tablets,Amlodipine Besilate/Valsartan,80mg + 5mg,Tablets,Oral,02050502/02060200,Angiotensin-ii Receptor Antagonists/Calcium-channel Blockers,February 2009
