prodcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
30129,3,47989020,Abicol Tablet (Knoll Ltd),Reserpine/Bendroflumethiazide,,Tablet,Oral,02050200,Centrally Acting Antihypertensive Drugs,February 2009
15031,4398,74293020,Accuretic 12.5mg/10mg tablets (Pfizer Ltd),Hydrochlorothiazide/Quinapril hydrochloride,12.5mg + 10mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
14126,832,59935020,Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets,Acebutolol hydrochloride/Hydrochlorothiazide,200mg + 12.5mg,Tablet,Oral,00000000,Unknown,February 2009
18263,8230,59646020,Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Hydrochlorothiazide/Captopril,25mg + 50mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
62376,7,23794021,Actelsar HCT 80mg/12.5mg tablets (Actavis UK Ltd),Telmisartan/Hydrochlorothiazide,80mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2015
23505,30,81470020,Adizem xl plus 150mg+12.5mg Modified-release capsule (Napp Pharmaceuticals Ltd),Diltiazem Hydrochloride/Hydrochlorothiazide,150mg+12.5mg,Modified-release Capsule,Oral,02020100/02060200,Thiazides And Related Diuretics/Calcium-channel Blockers,February 2009
20066,6506,63264020,Amil-Co 5mg/50mg tablets (IVAX Pharmaceuticals UK Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
18361,10859,72435020,Amilmaxco 5mg/50mg tablets (Ashbourne Pharmaceuticals Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
3701,15012,69292020,Amiloride 2.5mg / hydrochlorothiazide 25mg tablets,Amiloride Hydrochloride/Hydrochlorothiazide,2.5mg+25mg,Tablets,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
2002,112745,69291020,Amiloride 5mg / hydrochlorothiazide 50mg tablets,Amiloride Hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablets,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
4034,3704,69293020,Amiloride 5mg / hydrochlorothiazide 50mg/5ml solution,Amiloride Hydrochloride/Hydrochlorothiazide,5mg + 50mg/5ml,Solution,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
3526,355,69296020,Amiloride with atenolol with hydrochlorothiazide capsules,Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide,,Capsules,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
30519,8,69277020,Amiloride with timolol with hydrochlorothiazide tablets,Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide,,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
8526,63296,48201020,Aprinox 2.5mg tablets (AMCo),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
7698,73024,48202020,Aprinox 5mg tablets (Amdipharm Plc),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
13526,4736,63763020,Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
21873,3402,63762020,Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
1788,219573,67598020,Atenolol 100mg with Chlortalidone 25mg tablets,Chlortalidone/Atenolol,100mg+25mg,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
9178,5877,83986020,Atenolol 25mg / Bendroflumethiazide 1.25mg capsules,Atenolol/Bendroflumethiazide,25mg + 1.25mg,Capsule,Oral,00000000,Unknown,February 2009
581,196879,67597020,Atenolol 50mg with Chlortalidone 12.5mg tablets,Chlortalidone/Atenolol,50mg+12.5mg,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
4983,8333,68844020,Atenolol with amiloride and hydrochlorothiazide capsules,Atenolol/Amiloride Hydrochloride/Hydrochlorothiazide,,Capsules,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
66517,1,19158020,Bendroflumethiazide 1.25mg/5ml oral suspension,Bendroflumethiazide,250microgram/1ml,Oral suspension,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,June 2016
17561,796,67327020,Bendroflumethiazide 2.5mg / Potassium chloride 573mg (potassium 7.7mmol) modified-release tablets,Bendroflumethiazide/Potassium chloride,2.5mg + 573mg,Modified-release tablet,Oral,00000000,Unknown,February 2009
1211,21838,67326020,Bendroflumethiazide 2.5mg / Potassium chloride 630mg (potassium 8.4mmol) modified-release tablets,Bendroflumethiazide/Potassium chloride,2.5mg + 630mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
34803,1,62827020,Bendroflumethiazide 2.5mg Tablet (Regent Laboratories Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
2,32044622,58976020,Bendroflumethiazide 2.5mg tablets,Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
33651,5123,48846020,Bendroflumethiazide 2.5mg tablets (A A H Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
34059,2719,55391020,Bendroflumethiazide 2.5mg tablets (Actavis UK Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
40886,1332,68065020,Bendroflumethiazide 2.5mg tablets (Almus Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,December 2009
67737,0,71762020,Bendroflumethiazide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,October 2016
70989,0,40498020,Bendroflumethiazide 2.5mg tablets (Genesis Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,December 2017
27689,7506,57793020,Bendroflumethiazide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
47844,5,66033020,Bendroflumethiazide 2.5mg tablets (Kent Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,September 2012
33415,3132,63225020,Bendroflumethiazide 2.5mg tablets (Mylan),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
34602,2,66500020,Bendroflumethiazide 2.5mg tablets (Sovereign Medical Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
31670,6762,54691020,Bendroflumethiazide 2.5mg tablets (Teva UK Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
27256,28612,48838020,Bendroflumethiazide 2.5mg tablets (Wockhardt UK Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
22912,83,67620020,Bendroflumethiazide 2.5mg with Propanolol 80mg capsules,Propranolol Hydrochloride/Bendroflumethiazide,2.5mg + 80mg,Capsules,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
19142,741,67631020,Bendroflumethiazide 2.5mg with Timolol maleate 10mg tablets,Timolol Maleate/Bendroflumethiazide,2.5mg + 10mg,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
7351,4141,90559020,Bendroflumethiazide 2.5mg/5ml oral suspension,Bendroflumethiazide,500microgram/1ml,Oral suspension,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,February 2009
58,2446371,58977020,Bendroflumethiazide 5mg tablets,Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
23427,1778,48847020,Bendroflumethiazide 5mg tablets (A A H Pharmaceuticals Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
34124,327,55390020,Bendroflumethiazide 5mg tablets (Actavis UK Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
64907,1,70975020,Bendroflumethiazide 5mg tablets (Almus Pharmaceuticals Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,December 2015
67780,0,16655021,Bendroflumethiazide 5mg tablets (DE Pharmaceuticals),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,October 2016
67738,0,71766020,Bendroflumethiazide 5mg tablets (Dr Reddy's Laboratories (UK) Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,October 2016
40149,401,57796020,Bendroflumethiazide 5mg tablets (IVAX Pharmaceuticals UK Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,August 2009
41517,792,54690020,Bendroflumethiazide 5mg tablets (Teva UK Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,March 2010
31820,2143,48839020,Bendroflumethiazide 5mg tablets (Wockhardt UK Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
11338,79,67627020,Bendroflumethiazide 5mg with Nadolol 40mg tablets,Nadolol/Bendroflumethiazide,5mg + 40mg,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
69334,2,67628020,Bendroflumethiazide 5mg with Nadolol 80mg tablets,Nadolol/Bendroflumethiazide,,,,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,May 2017
23131,6,67621020,Bendroflumethiazide 5mg with Propanolol 160mg modified-release capsules,Propranolol Hydrochloride/Bendroflumethiazide,5mg + 160mg,Modified Release Capsules,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
53812,0,92033020,Bendroflumethiazide oral solution,Bendroflumethiazide,,,,02020100,Thiazides And Related Diuretics,February 2013
21803,19070,48386020,Berkozide 2.5mg Tablet (Berk Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
21867,6375,48387020,Berkozide 5mg Tablet (Berk Pharmaceuticals Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
17462,727,75023020,Bisoprolol 10mg / Hydrochlorothiazide 6.25mg tablets,Bisoprolol fumarate/Hydrochlorothiazide,10mg + 6.25mg,Tablet,Oral,00000000,Unknown,February 2009
18983,49,48459020,Brinaldix k Effervescent tablet (Berk Pharmaceuticals Ltd),Potassium Chloride/Clopamide,,Effervescent Tablet,Oral,02020800,Diuretics With Potassium,February 2009
1520,114470,68133020,Capozide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Hydrochlorothiazide/Captopril,25mg + 50mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
39227,74,95527020,Capozide LS 12.5mg/25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Hydrochlorothiazide/Captopril,12.5mg + 25mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,April 2009
3203,4445,68134020,Capozide LS Tablet (E R Squibb and Sons Ltd),Hydrochlorothiazide/Captopril,12.5mg + 25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
32166,16,80831020,Capto-co 25mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd),Hydrochlorothiazide/Captopril,25mg + 50mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
11641,1203,68130020,Captopril 25mg with Hydrochlorothiazide 12.5mg tablets,Captopril/Hydrochlorothiazide,25mg + 12.5mg,Tablets,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
10902,8957,68129020,Captopril 50mg with Hydrochlorothiazide 25mg tablets,Captopril/Hydrochlorothiazide,50mg + 25mg,Tablets,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
39242,507,95903020,Carace 10 Plus tablets (Merck Sharp & Dohme Ltd),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,April 2009
17655,2927,72036020,Carace 10 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
39147,1708,95901020,Carace 20 Plus tablets (Merck Sharp & Dohme Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,April 2009
9764,6930,72035020,Carace 20 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
21231,6,87820020,Caralpha 20mg/12.5mg tablets (Actavis UK Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
62066,156,23031021,Cardide SR 1.5mg tablets (Teva UK Ltd),Indapamide,1.5mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,January 2015
18973,250,52358020,Centyl 2.5mg Tablet (Edwin Burgess Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
29991,91,52359020,Centyl 5mg Tablet (Edwin Burgess Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
20426,62,48616020,Centyl k 2.5mg+7.7mmol Tablet (Edwin Burgess Ltd),Bendroflumethiazide/Potassium chloride,2.5mg + 573mg,Modified-release tablet,Oral,02020800,Diuretics With Potassium,February 2009
20431,909,78362020,Centyl K modified-release tablets (LEO Pharma),Bendroflumethiazide/Potassium chloride,2.5mg + 573mg,Modified-release tablet,Oral,00000000,Unknown,February 2009
2979,27647,48615020,Centyl k Tablet (Edwin Burgess Ltd),Bendroflumethiazide/Potassium chloride,2.5mg + 630mg,Modified-release tablet,Oral,02020800,Diuretics With Potassium,February 2009
3548,2068,61268020,Chlortalidone 100mg tablets,Chlortalidone,100mg,Tablets,Oral,02020100/06050200,Thiazides And Related Diuretics/Posterior Pituitary Hormones And Antagonists,February 2009
19055,1184,61275020,Chlortalidone 12.5mg with Atenolol 50mg tablets,Chlortalidone/Atenolol,12.5mg+50mg,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
16786,1175,61276020,Chlortalidone 25mg with Atenolol 100mg tablets,Chlortalidone/Atenolol,25mg+100mg,Tablets,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
605,76272,61267020,Chlortalidone 50mg tablets,Chlortalidone,50mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
25462,51,61503020,Clopamide 5mg with Pindolol 10mg tablets,Pindolol/Clopamide,5mg + 10mg,Tablets,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
22839,1,79106020,Clopamide with Potassium effervescent tablets,Potassium Chloride/Clopamide,,Effervescent Tablet,Oral,02020800,Diuretics With Potassium,February 2009
924,195719,70710020,Co-amilozide 2.5mg/25mg tablets,Hydrochlorothiazide/Amiloride hydrochloride,25mg + 2.5mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
60354,0,00787020,Co-amilozide 2.5mg/25mg tablets (Kent Pharmaceuticals Ltd),Hydrochlorothiazide/Amiloride hydrochloride,25mg + 2.5mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,July 2014
34367,88,55013020,Co-amilozide 2.5mg/25mg tablets (Wockhardt UK Ltd),Hydrochlorothiazide/Amiloride hydrochloride,25mg + 2.5mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
18733,588,70712020,Co-amilozide 5mg with 50mg/ml oral solution,Amiloride Hydrochloride/Hydrochlorothiazide,5mg + 50mg/5ml,Oral Solution,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
923,663372,70711020,Co-amilozide 5mg/50mg tablets,Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
46916,58,49316020,Co-amilozide 5mg/50mg tablets (A A H Pharmaceuticals Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,March 2012
62249,0,10099020,Co-amilozide 5mg/50mg tablets (Alliance Healthcare (Distribution) Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,January 2015
31150,134,49311020,Co-amilozide 5mg/50mg tablets (IVAX Pharmaceuticals UK Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
62700,0,10107020,Co-amilozide 5mg/50mg tablets (Phoenix Healthcare Distribution Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,April 2015
41556,1317,53503020,Co-amilozide 5mg/50mg tablets (Teva UK Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,March 2010
10316,27996,83981020,CoAprovel 150mg/12.5mg tablets (Sanofi),Irbesartan/Hydrochlorothiazide,150mg + 12.5mg,Tablet,Oral,02020100/02050504,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
11526,28333,83982020,CoAprovel 300mg/12.5mg tablets (Sanofi),Irbesartan/Hydrochlorothiazide,300mg + 12.5mg,Tablet,Oral,02020100/02050504,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
35196,2553,92367020,CoAprovel 300mg/25mg tablets (Sanofi),Hydrochlorothiazide/Irbesartan,25mg + 300mg,Tablet,Oral,02020100/02050504,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
18287,2306,53671020,Co-Betaloc SA tablets (Pfizer Ltd),Metoprolol tartrate/Hydrochlorothiazide,200mg + 25mg,Modified-release tablet,Oral,00000000,Unknown,February 2009
10627,23342,48722020,Co-Betaloc tablets (Pfizer Ltd),Metoprolol tartrate/Hydrochlorothiazide,100mg + 12.5mg,Tablet,Oral,00000000,Unknown,February 2009
6877,6600,87998020,Co-Diovan 160mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd),Valsartan/Hydrochlorothiazide,160mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
25382,3114,88008020,Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd),Valsartan/Hydrochlorothiazide,160mg + 25mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
764,5768,88424020,Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd),Hydrochlorothiazide/Valsartan,12.5mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
52858,2,10088020,Co-Diovan 80mg/12.5mg tablets (Sigma Pharmaceuticals Plc),Hydrochlorothiazide/Valsartan,12.5mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,January 2013
5330,2516,48767020,Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd),Nadolol/Bendroflumethiazide,40mg + 5mg,Tablet,Oral,00000000,Unknown,February 2009
14438,2543,54543020,Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd),Nadolol/Bendroflumethiazide,80mg + 5mg,Tablet,Oral,00000000,Unknown,February 2009
5721,438992,73883020,Co-tenidone 100mg/25mg tablets,Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
34899,531,53522020,Co-tenidone 100mg/25mg tablets (A A H Pharmaceuticals Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
46952,17,56911020,Co-tenidone 100mg/25mg tablets (Actavis UK Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,March 2012
62537,0,21452021,Co-tenidone 100mg/25mg tablets (DE Pharmaceuticals),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,March 2015
34012,144,55246020,Co-tenidone 100mg/25mg tablets (IVAX Pharmaceuticals UK Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
37725,7,60353020,Co-tenidone 100mg/25mg tablets (Mylan),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
41572,182,54654020,Co-tenidone 100mg/25mg tablets (Teva UK Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,March 2010
9783,482647,73882020,Co-tenidone 50mg/12.5mg tablets,Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
32094,685,53521020,Co-tenidone 50mg/12.5mg tablets (A A H Pharmaceuticals Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
31708,67,56910020,Co-tenidone 50mg/12.5mg tablets (Actavis UK Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
34034,133,55247020,Co-tenidone 50mg/12.5mg tablets (IVAX Pharmaceuticals UK Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
34449,1,60352020,Co-tenidone 50mg/12.5mg tablets (Mylan),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
34825,619,54653020,Co-tenidone 50mg/12.5mg tablets (Teva UK Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
5416,123762,57075020,Co-triamterzide 50mg/25mg tablets,Hydrochlorothiazide/Triamterene,25mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
47804,13,74717020,Co-triamterzide 50mg/25mg tablets (A A H Pharmaceuticals Ltd),Hydrochlorothiazide/Triamterene,25mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,September 2012
51258,0,34961020,Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals),Perindopril arginine/Indapamide,5mg + 1.25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,January 2013
37908,13734,94709020,Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd),Perindopril arginine/Indapamide,5mg + 1.25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
14228,14812,84712020,Coversyl Plus tablets (Servier Laboratories Ltd),Indapamide/Perindopril erbumine,1.25mg + 4mg,Tablet,Oral,00000000,Unknown,February 2009
37747,1831,94429020,Cozaar-Comp 100mg/12.5mg tablets (Merck Sharp & Dohme Ltd),Losartan potassium/Hydrochlorothiazide,100mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
21423,6519,89783020,Cozaar-Comp 100mg/25mg tablets (Merck Sharp & Dohme Ltd),Losartan potassium/Hydrochlorothiazide,100mg + 25mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
57796,0,01684020,Cozaar-Comp 50mg/12.5mg tablets (DE Pharmaceuticals),Losartan potassium/Hydrochlorothiazide,50mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,December 2013
4540,38002,82246020,Cozaar-Comp 50mg/12.5mg tablets (Merck Sharp & Dohme Ltd),Losartan potassium/Hydrochlorothiazide,50mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
55160,0,01673020,Cozaar-Comp 50mg/12.5mg tablets (Sigma Pharmaceuticals Plc),Losartan potassium/Hydrochlorothiazide,50mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,May 2013
11561,977,84483020,Co-zidocapt 12.5mg/25mg tablets,Hydrochlorothiazide/Captopril,12.5mg + 25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
